DATASET_COLORSTRIP
#=================================================================
# Color strip for All family genes
#=================================================================

SEPARATOR SPACE
GNA_Solyc04g077280 #6B9CD1
GNA_Solyc12g005290 #6B9CD1
GNA_Solyc04g077360 #6B9CD1
GNA_Solyc07g063710 #6B9CD1
GNA_Solyc04g077340 #6B9CD1
GNA_Solyc10g006720 #6B9CD1
GNA_Solyc07g063800 #6B9CD1
GNA_Solyc07g063700 #6B9CD1
GNA_Solyc04g077390 #6B9CD1
GNA_Solyc04g077370 #6B9CD1
GNA_Solyc07g063780 #6B9CD1
GNA_Solyc07g063770 #6B9CD1
GNA_Solyc02g079640 #6B9CD1
GNA_Solyc07g063720 #6B9CD1
GNA_Solyc04g078410 #6B9CD1
GNA_Solyc07g063750 #6B9CD1
GNA_Solyc07g063820 #6B9CD1
GNA_Solyc07g063730 #6B9CD1
GNA_Solyc04g008370 #6B9CD1
GNA_Solyc02g030300 #6B9CD1
GNA_Solyc11g005630 #6B9CD1
GNA_Solyc07g053080 #6B9CD1
GNA_Solyc03g006720 #6B9CD1
GNA_Solyc02g079590 #6B9CD1
GNA_Solyc01g014560 #6B9CD1
GNA_Solyc03g006770 #6B9CD1
GNA_Solyc02g079530 #6B9CD1
GNA_Solyc03g078360 #6B9CD1
GNA_Solyc09g075920 #6B9CD1
GNA_Solyc02g079570 #6B9CD1
GNA_Solyc07g053220 #6B9CD1
GNA_Solyc02g079550 #6B9CD1
GNA_Solyc10g005440 #6B9CD1
GNA_Solyc09g011330 #6B9CD1
GNA_Solyc09g075910 #6B9CD1
GNA_Solyc01g006520 #6B9CD1
GNA_Solyc03g078370 #6B9CD1
GNA_Solyc01g006530 #6B9CD1
GNA_Solyc02g079540 #6B9CD1
GNA_Solyc07g053100 #6B9CD1
GNA_Solyc07g009440 #6B9CD1
GNA_Solyc07g009443 #6B9CD1
GNA_Solyc03g120110 #6B9CD1
GNA_Solyc03g063650 #6B9CD1
GNA_Solyc07g009410 #6B9CD1
GNA_Solyc03g007790 #6B9CD1
GNA_Solyc12g006840 #6B9CD1
GNA_Solyc02g079710 #6B9CD1
GNA_Solyc07g055640 #6B9CD1
GNA_Solyc02g079620 #6B9CD1
GNA_Solyc06g036470 #6B9CD1
GNA_Solyc07g053130 #6B9CD1
GNA_Solyc02g078750 #6B9CD1
GNA_Solyc07g053120 #6B9CD1
GNA_Solyc05g008310 #6B9CD1
GNA_Solyc02g030380 #6B9CD1
GNA_Solyc04g077380 #6B9CD1
GNA_Solyc08g076060 #6B9CD1
GNA_Solyc01g094830 #6B9CD1
GNA_Solyc11g013880 #6B9CD1
GNA_Solyc07g055690 #6B9CD1
GNA_Solyc07g055630 #6B9CD1
GNA_Solyc03g006780 #6B9CD1
GNA_Solyc02g076830 #6B9CD1
GNA_Solyc04g077300 #6B9CD1
GNA_Solyc07g055560 #6B9CD1
GNA_Solyc07g062480 #6B9CD1
GNA_Solyc07g062490 #6B9CD1
GNA_Solyc10g006690 #6B9CD1
GNA_Solyc08g059730 #6B9CD1
GNA_Solyc07g055415 #6B9CD1
GNA_Solyc01g014700 #6B9CD1
GNA_Solyc03g005130 #6B9CD1
GNA_Solyc08g076050 #6B9CD1
GNA_Solyc02g079690 #6B9CD1
GNA_Solyc04g015460 #6B9CD1
GNA_Solyc09g009150 #6B9CD1
GNA_Solyc08g076070 #6B9CD1
GNA_Solyc01g014640 #6B9CD1
GNA_Solyc01g006590 #6B9CD1
GNA_Solyc09g018490 #6B9CD1
GNA_Solyc01g014540 #6B9CD1
GNA_Solyc07g055420 #6B9CD1
GNA_Solyc07g055650 #6B9CD1
GNA_Solyc11g013090 #6B9CD1
GNA_Solyc01g014530 #6B9CD1
GNA_Solyc02g030340 #6B9CD1
GNA_Solyc01g014660 #6B9CD1
HEV_Solyc01g097280 #33A02C
HEV_Solyc01g097240 #33A02C
HEV_Solyc03g116230 #33A02C
HEV_Solyc11g020450 #33A02C
HEV_Solyc11g020530 #33A02C
HEV_Solyc11g020130 #33A02C
HEV_Solyc10g055810 #33A02C
HEV_Solyc10g055820 #33A02C
HEV_Solyc10g074390 #33A02C
HEV_Solyc07g009500 #33A02C
HEV_Solyc07g009510 #33A02C
HEV_Solyc10g074440 #33A02C
HEV_Solyc10g055800 #33A02C
HEV_Solyc10g074400 #33A02C
HEV_Solyc07g009530 #33A02C
HEV_Solyc10g017970 #33A02C
HEV_Solyc10g017980 #33A02C
HEV_Solyc10g055790 #33A02C
HEV_Solyc03g116190 #33A02C
HEV_Solyc03g116240 #33A02C
HEV_Solyc10g074460 #33A02C
HEV_Solyc06g053380 #33A02C
HEV_Solyc04g072000 #33A02C
HEV_Solyc07g006390 #33A02C
HEV_Solyc08g080570 #33A02C
JRL_Solyc10g078600 #666600
JRL_Solyc04g080420 #666600
JRL_Solyc04g080410 #666600
JRL_Solyc03g121300 #666600
JRL_Solyc09g083030 #666600
JRL_Solyc09g090445 #666600
JRL_Solyc09g083020 #666600
JRL_Solyc01g006240 #666600
JRL_Solyc09g083040 #666600
LEG_Solyc09g011060 #EA8181
LEG_Solyc10g084860 #EA8181
LEG_Solyc09g011990 #EA8181
LEG_Solyc09g012000 #EA8181
LEG_Solyc09g011070 #EA8181
LEG_Solyc02g078170 #EA8181
LEG_Solyc07g026800 #EA8181
LEG_Solyc05g053010 #EA8181
LEG_Solyc09g005000 #EA8181
LEG_Solyc03g112310 #EA8181
LEG_Solyc07g065610 #EA8181
LEG_Solyc02g068300 #EA8181
LEG_Solyc10g080510 #EA8181
LEG_Solyc03g031980 #EA8181
LEG_Solyc10g084250 #EA8181
LEG_Solyc10g047810 #EA8181
LEG_Solyc03g043710 #EA8181
LEG_Solyc01g106160 #EA8181
LEG_Solyc03g080060 #EA8181
LEG_Solyc09g011840 #EA8181
LEG_Solyc04g071000 #EA8181
LEG_Solyc09g007510 #EA8181
LEG_Solyc10g047680 #EA8181
LEG_Solyc10g047780 #EA8181
LEG_Solyc10g047700 #EA8181
NIC_Solyc12g096900 #CC6DA3
NIC_Solyc12g098190 #CC6DA3
NIC_Solyc12g098200 #CC6DA3
NIC_Solyc05g053620 #CC6DA3
NIC_Solyc12g096890 #CC6DA3
NIC_Solyc12g044930 #CC6DA3
NIC_Solyc04g056680 #CC6DA3
NIC_Solyc05g055870 #CC6DA3
NIC_Solyc04g050990 #CC6DA3
NIC_Solyc01g100000 #CC6DA3
NIC_Solyc01g099990 #CC6DA3
NIC_Solyc01g100010 #CC6DA3
NIC_Solyc01g091700 #CC6DA3
NIC_Solyc12g056410 #CC6DA3
NIC_Solyc09g008820 #CC6DA3
NIC_Solyc10g085490 #CC6DA3
NIC_Solyc10g017960 #CC6DA3
NIC_Solyc11g006740 #CC6DA3
NIC_Solyc08g080360 #CC6DA3
NIC_Solyc10g083730 #CC6DA3
NIC_Solyc02g069020 #CC6DA3
NIC_Solyc02g069065 #CC6DA3
NIC_Solyc02g069055 #CC6DA3
NIC_Solyc02g069057 #CC6DA3
NIC_Solyc02g069030 #CC6DA3
NIC_Solyc02g069053 #CC6DA3
NIC_Solyc02g031750 #CC6DA3
NIC_Solyc02g069040 #CC6DA3
NIC_Solyc03g026160 #CC6DA3
NIC_Solyc02g069060 #CC6DA3
NIC_Solyc02g031740 #CC6DA3
NIC_Solyc10g051160 #CC6DA3
NIC_Solyc01g106110 #CC6DA3
NIC_Solyc04g056710 #CC6DA3
NIC_Solyc05g006070 #CC6DA3
MAL_Solyc05g054680 #E0BE68
MAL_Solyc01g109950 #E0BE68
MAL_Solyc03g115710 #E0BE68
MAL_Solyc10g054050 #E0BE68
MAL_Solyc07g008400 #E0BE68
MAL_Solyc10g006870 #E0BE68
MAL_Solyc01g094920 #E0BE68
MAL_Solyc11g072910 #E0BE68
MAL_Solyc02g069970 #E0BE68
MAL_Solyc01g059910 #E0BE68
MAL_Solyc06g009540 #E0BE68
MAL_Solyc03g044160 #E0BE68
MAL_Solyc02g014030 #E0BE68
MAL_Solyc02g089090 #E0BE68
MAL_Solyc06g009550 #E0BE68
MAL_Solyc05g054860 #E0BE68
MAL_Solyc02g077850 #E0BE68
MAL_Solyc03g006330 #E0BE68
MAL_Solyc07g055810 #E0BE68
MAL_Solyc05g009800 #E0BE68
MAL_Solyc02g071820 #E0BE68
MAL_Solyc02g071810 #E0BE68
MAL_Solyc02g150103 #E0BE68
MAL_Solyc12g014350 #E0BE68
MAL_Solyc02g071880 #E0BE68
MAL_Solyc09g015830 #E0BE68
MAL_Solyc02g071860 #E0BE68
MAL_Solyc02g071870 #E0BE68
MAL_Solyc07g066550 #E0BE68
MAL_Solyc03g005960 #E0BE68
MAL_Solyc09g075730 #E0BE68
MAL_Solyc09g015840 #E0BE68
MAL_Solyc09g060110 #E0BE68
MAL_Solyc01g108270 #E0BE68
MAL_Solyc12g011290 #E0BE68
MAL_Solyc11g010920 #E0BE68
MAL_Solyc02g071800 #E0BE68
MAL_Solyc02g091590 #E0BE68
MAL_Solyc02g021660 #E0BE68
MAL_Solyc03g121230 #E0BE68
MAL_Solyc06g062450 #E0BE68
MAL_Solyc09g007280 #E0BE68
MAL_Solyc03g093380 #E0BE68
MAL_Solyc05g014240 #E0BE68
MAL_Solyc03g059070 #E0BE68
Lys_Solyc02g081050 #15E2D7
Lys_Solyc01g098410 #15E2D7
Lys_Solyc07g049180 #15E2D7
Lys_Solyc07g049190 #15E2D7
Lys_Solyc02g081040 #15E2D7
CRL_Sopen07g001220 #917FC9
CRL_Sopen07g001250 #917FC9
CRL_Sopen07g001240 #917FC9
CRL_Sopen07g001210 #917FC9
CRL_Sopen11g030500 #917FC9
CRL_Sopen11g030430 #917FC9
CRL_Sopen11g030420 #917FC9
CRL_Sopen07g001230 #917FC9
CRL_Sopen11g001830 #917FC9
GNA_Sopen03g002740 #6B9CD1
GNA_Sopen07g031880 #6B9CD1
GNA_Sopen07g031890 #6B9CD1
GNA_Sopen04g025900 #6B9CD1
GNA_Sopen04g026030 #6B9CD1
GNA_Sopen02g024450 #6B9CD1
GNA_Sopen09g030710 #6B9CD1
GNA_Sopen04g032020 #6B9CD1
GNA_Sopen03g021150 #6B9CD1
GNA_Sopen02g024350 #6B9CD1
GNA_Sopen03g002750 #6B9CD1
GNA_Sopen03g002750 #6B9CD1
GNA_Sopen01g002580 #6B9CD1
GNA_Sopen04g030900 #6B9CD1
GNA_Sopen04g030880 #6B9CD1
GNA_Sopen04g030910 #6B9CD1
GNA_Sopen04g030910 #6B9CD1
GNA_Sopen04g030950 #6B9CD1
GNA_Sopen04g030950 #6B9CD1
GNA_Sopen04g030930 #6B9CD1
GNA_Sopen04g030850 #6B9CD1
GNA_Sopen04g030890 #6B9CD1
GNA_Sopen01g009210 #6B9CD1
GNA_Sopen01g002510 #6B9CD1
GNA_Sopen11g001590 #6B9CD1
GNA_Sopen02g024360 #6B9CD1
GNA_Sopen09g006050 #6B9CD1
GNA_Sopen10g002630 #6B9CD1
GNA_Sopen03g002740 #6B9CD1
GNA_Sopen03g021160 #6B9CD1
GNA_Sopen02g009620 #6B9CD1
GNA_Sopen02g009620 #6B9CD1
GNA_Sopen07g005210 #6B9CD1
GNA_Sopen10g002630 #6B9CD1
GNA_Sopen07g005210 #6B9CD1
GNA_Sopen04g030980 #6B9CD1
GNA_Sopen02g024400 #6B9CD1
GNA_Sopen00g007450 #6B9CD1
GNA_Sopen02g024370 #6B9CD1
GNA_Sopen07g026780 #6B9CD1
GNA_Sopen02g024390 #6B9CD1
GNA_Sopen01g002500 #6B9CD1
GNA_Sopen03g016360 #6B9CD1
GNA_Sopen03g003720 #6B9CD1
GNA_Sopen02g024410 #6B9CD1
GNA_Sopen07g031900 #6B9CD1
GNA_Sopen09g030750 #6B9CD1
GNA_Sopen04g003540 #6B9CD1
GNA_Sopen07g031920 #6B9CD1
GNA_Sopen10g002610 #6B9CD1
GNA_Sopen09g030720 #6B9CD1
GNA_Sopen12g001270 #6B9CD1
GNA_Sopen12g001270 #6B9CD1
GNA_Sopen03g002770 #6B9CD1
GNA_Sopen07g026640 #6B9CD1
GNA_Sopen04g030890 #6B9CD1
GNA_Sopen07g029040 #6B9CD1
GNA_Sopen07g029050 #6B9CD1
GNA_Sopen07g026630 #6B9CD1
GNA_Sopen03g002780 #6B9CD1
GNA_Sopen07g031910 #6B9CD1
GNA_Sopen07g031910 #6B9CD1
GNA_Sopen11g008800 #6B9CD1
GNA_Sopen02g023580 #6B9CD1
GNA_Sopen02g023580 #6B9CD1
GNA_Sopen01g038610 #6B9CD1
GNA_Sopen03g038980 #6B9CD1
GNA_Sopen04g007510 #6B9CD1
GNA_Sopen01g009280 #6B9CD1
GNA_Sopen11g007810 #6B9CD1
GNA_Sopen04g030960 #6B9CD1
GNA_Sopen04g030860 #6B9CD1
GNA_Sopen08g024700 #6B9CD1
GNA_Sopen07g029010 #6B9CD1
GNA_Sopen07g029010 #6B9CD1
GNA_Sopen07g029000 #6B9CD1
GNA_Sopen06g012450 #6B9CD1
GNA_Sopen07g028970 #6B9CD1
GNA_Sopen08g009470 #6B9CD1
GNA_Sopen08g024710 #6B9CD1
GNA_Sopen07g028990 #6B9CD1
GNA_Sopen02g021030 #6B9CD1
GNA_Sopen03g001140 #6B9CD1
GNA_Sopen07g030730 #6B9CD1
GNA_Sopen07g030720 #6B9CD1
GNA_Sopen02g021730 #6B9CD1
GNA_Sopen09g003870 #6B9CD1
GNA_Sopen10g002640 #6B9CD1
GNA_Sopen12g002810 #6B9CD1
GNA_Sopen04g003520 #6B9CD1
GNA_Sopen04g003550 #6B9CD1
GNA_Sopen02g005540 #6B9CD1
GNA_Sopen07g026670 #6B9CD1
GNA_Sopen07g005200 #6B9CD1
GNA_Sopen10g002590 #6B9CD1
GNA_Sopen02g009640 #6B9CD1
GNA_Sopen09g011740 #6B9CD1
GNA_Sopen01g009220 #6B9CD1
HEV_Sopen01g040940 #33A02C
HEV_Sopen01g040950 #33A02C
HEV_Sopen01g040910 #33A02C
HEV_Sopen03g035180 #33A02C
HEV_Sopen00g008380 #33A02C
HEV_Sopen07g005300 #33A02C
HEV_Sopen07g005310 #33A02C
HEV_Sopen10g025620 #33A02C
HEV_Sopen10g025640 #33A02C
HEV_Sopen10g025630 #33A02C
HEV_Sopen00g003290 #33A02C
HEV_Sopen10g026920 #33A02C
HEV_Sopen10g025610 #33A02C
HEV_Sopen03g035170 #33A02C
HEV_Sopen04g027980 #33A02C
HEV_Sopen06g018430 #33A02C
HEV_Sopen03g035190 #33A02C
HEV_Sopen00g009840 #33A02C
JRL_Sopen10g029230 #666600
JRL_Sopen04g034000 #666600
JRL_Sopen03g040110 #666600
JRL_Sopen09g031900 #666600
JRL_Sopen01g002240 #666600
JRL_Sopen09g033370 #666600
JRL_Sopen09g031890 #666600
JRL_Sopen09g031910 #666600
LEG_Sopen10g018150 #EA8181
LEG_Sopen09g005810 #EA8181
LEG_Sopen09g006810 #EA8181
LEG_Sopen02g023030 #EA8181
LEG_Sopen09g005820 #EA8181
LEG_Sopen05g031530 #EA8181
LEG_Sopen10g034300 #EA8181
LEG_Sopen09g001010 #EA8181
LEG_Sopen03g031410 #EA8181
LEG_Sopen09g002380 #EA8181
LEG_Sopen07g033820 #EA8181
LEG_Sopen10g033690 #EA8181
LEG_Sopen12g018640 #EA8181
LEG_Sopen03g005830 #EA8181
LEG_Sopen02g017400 #EA8181
LEG_Sopen03g021780 #EA8181
LEG_Sopen03g021790 #EA8181
LEG_Sopen03g007550 #EA8181
LEG_Sopen01g048540 #EA8181
LEG_Sopen09g006780 #EA8181
LEG_Sopen09g006660 #EA8181
LEG_Sopen10g031060 #EA8181
LEG_Sopen08g016100 #EA8181
LEG_Sopen04g026950 #EA8181
LEG_Sopen10g018730 #EA8181
LEG_Sopen10g018110 #EA8181
LEG_Sopen10g018440 #EA8181
Lys_Sopen01g041980 #15E2D7
Lys_Sopen01g041980 #15E2D7
Lys_Sopen01g041980 #15E2D7
Lys_Sopen02g025720 #15E2D7
Lys_Sopen02g025710 #15E2D7
Lys_Sopen07g025160 #15E2D7
Lys_Sopen07g025170 #15E2D7
MAL_Sopen07g031660 #E0BE68
MAL_Sopen10g002780 #E0BE68
MAL_Sopen05g033150 #E0BE68
MAL_Sopen01g052140 #E0BE68
MAL_Sopen03g034690 #E0BE68
MAL_Sopen10g023910 #E0BE68
MAL_Sopen01g038700 #E0BE68
MAL_Sopen09g009970 #E0BE68
MAL_Sopen11g030570 #E0BE68
MAL_Sopen02g033870 #E0BE68
MAL_Sopen06g004210 #E0BE68
MAL_Sopen06g001210 #E0BE68
MAL_Sopen03g013210 #E0BE68
MAL_Sopen02g019130 #E0BE68
MAL_Sopen06g004220 #E0BE68
MAL_Sopen02g033880 #E0BE68
MAL_Sopen03g008110 #E0BE68
MAL_Sopen01g026040 #E0BE68
MAL_Sopen02g003740 #E0BE68
MAL_Sopen05g033330 #E0BE68
MAL_Sopen02g022710 #E0BE68
MAL_Sopen03g002340 #E0BE68
MAL_Sopen05g005630 #E0BE68
MAL_Sopen07g004290 #E0BE68
MAL_Sopen07g029180 #E0BE68
MAL_Sopen02g020810 #E0BE68
MAL_Sopen02g020850 #E0BE68
MAL_Sopen02g020870 #E0BE68
MAL_Sopen12g006120 #E0BE68
MAL_Sopen02g020860 #E0BE68
MAL_Sopen02g020860 #E0BE68
MAL_Sopen07g034710 #E0BE68
MAL_Sopen03g001960 #E0BE68
MAL_Sopen09g030540 #E0BE68
MAL_Sopen09g023740 #E0BE68
MAL_Sopen02g020780 #E0BE68
MAL_Sopen02g020780 #E0BE68
MAL_Sopen01g050490 #E0BE68
MAL_Sopen12g006620 #E0BE68
MAL_Sopen11g005660 #E0BE68
MAL_Sopen08g031250 #E0BE68
MAL_Sopen03g040040 #E0BE68
MAL_Sopen02g036210 #E0BE68
MAL_Sopen09g002170 #E0BE68
MAL_Sopen09g002170 #E0BE68
MAL_Sopen02g020790 #E0BE68
MAL_Sopen11g030590 #E0BE68
NIC_Sopen12g033010 #CC6DA3
NIC_Sopen12g032720 #CC6DA3
NIC_Sopen12g033020 #CC6DA3
NIC_Sopen05g032140 #CC6DA3
NIC_Sopen12g023290 #CC6DA3
NIC_Sopen12g032710 #CC6DA3
NIC_Sopen05g034270 #CC6DA3
NIC_Sopen04g025590 #CC6DA3
NIC_Sopen04g022290 #CC6DA3
NIC_Sopen01g043520 #CC6DA3
NIC_Sopen01g043510 #CC6DA3
NIC_Sopen01g043530 #CC6DA3
NIC_Sopen01g037470 #CC6DA3
NIC_Sopen12g029000 #CC6DA3
NIC_Sopen09g003610 #CC6DA3
NIC_Sopen10g006730 #CC6DA3
NIC_Sopen08g028690 #CC6DA3
NIC_Sopen10g034920 #CC6DA3
NIC_Sopen03g005040 #CC6DA3
NIC_Sopen02g018100 #CC6DA3
NIC_Sopen10g033200 #CC6DA3
NIC_Sopen11g002670 #CC6DA3
NIC_Sopen02g018110 #CC6DA3
NIC_Sopen02g018160 #CC6DA3
NIC_Sopen02g018150 #CC6DA3
NIC_Sopen02g018120 #CC6DA3
NIC_Sopen02g010020 #CC6DA3
NIC_Sopen02g010040 #CC6DA3
NIC_Sopen10g022880 #CC6DA3
NIC_Sopen01g048500 #CC6DA3
NIC_Sopen11g002670 #CC6DA3


